trade_id,timestamp,trader_id,account_id,instrument,order_type,order_size,price,order_status,cancel_time_ms,session_id
TRD-N191,2026-05-21 10:53:35,T-0092,A-0092,RELIANCE,BUY,1500,2948.00,EXECUTED,0,SES-0092-C
TRD-N192,2026-05-21 10:55:59,T-0093,A-0093,INFY,SELL,900,1874.00,EXECUTED,0,SES-0093-C
TRD-N193,2026-05-21 10:58:23,T-0094,A-0094,TCS,BUY,500,3895.00,EXECUTED,0,SES-0094-C
TRD-N194,2026-05-21 11:00:48,T-0095,A-0095,ICICIBANK,SELL,1400,1170.00,EXECUTED,0,SES-0095-C
TRD-N195,2026-05-21 11:03:12,T-0096,A-0096,WIPRO,BUY,2000,503.00,EXECUTED,0,SES-0096-C
TRD-N196,2026-05-21 11:05:36,T-0097,A-0097,SBIN,SELL,800,826.00,EXECUTED,0,SES-0097-C
TRD-N197,2026-05-21 11:08:01,T-0098,A-0098,HDFCBANK,BUY,1200,1651.50,EXECUTED,0,SES-0098-C
TRD-N198,2026-05-21 11:10:25,T-0099,A-0099,RELIANCE,SELL,700,2950.00,EXECUTED,0,SES-0099-C
TRD-N199,2026-05-21 11:12:49,T-0001,A-0001,INFY,BUY,1000,1876.00,EXECUTED,0,SES-0001-D
TRD-N200,2026-05-21 11:15:14,T-0002,A-0002,TCS,SELL,2500,3897.00,EXECUTED,0,SES-0002-D
TRD-N201,2026-05-21 11:17:38,T-0003,A-0003,ICICIBANK,BUY,400,1172.00,EXECUTED,0,SES-0003-D
TRD-N202,2026-05-21 11:20:02,T-0004,A-0004,WIPRO,SELL,1800,504.50,EXECUTED,0,SES-0004-D
TRD-N203,2026-05-21 11:22:27,T-0005,A-0005,SBIN,BUY,600,827.50,CANCELLED,2100,SES-0005-D
TRD-N204,2026-05-21 11:24:51,T-0006,A-0006,HDFCBANK,SELL,1500,1653.00,EXECUTED,0,SES-0006-D
TRD-N205,2026-05-21 11:27:15,T-0007,A-0007,RELIANCE,BUY,900,2952.00,EXECUTED,0,SES-0007-D
TRD-N206,2026-05-21 11:29:40,T-0008,A-0008,INFY,SELL,700,1878.00,EXECUTED,0,SES-0008-D
TRD-N207,2026-05-21 11:32:04,T-0009,A-0009,TCS,BUY,2000,3900.00,EXECUTED,0,SES-0009-D
TRD-N208,2026-05-21 11:34:28,T-0010,A-0010,ICICIBANK,SELL,1200,1174.00,EXECUTED,0,SES-0010-D
TRD-N209,2026-05-21 11:36:53,T-0011,A-0011,WIPRO,BUY,500,506.00,EXECUTED,0,SES-0011-D
TRD-N210,2026-05-21 11:39:17,T-0012,A-0012,SBIN,SELL,1500,829.00,EXECUTED,0,SES-0012-D
TRD-N211,2026-05-21 11:41:41,T-0013,A-0013,HDFCBANK,BUY,800,1654.50,EXECUTED,0,SES-0013-D
TRD-N212,2026-05-21 11:44:06,T-0014,A-0014,RELIANCE,SELL,400,2954.00,EXECUTED,0,SES-0014-D
TRD-N213,2026-05-21 11:46:30,T-0015,A-0015,INFY,BUY,1800,1879.00,EXECUTED,0,SES-0015-D
TRD-N214,2026-05-21 11:48:54,T-0016,A-0016,TCS,SELL,700,3902.00,CANCELLED,1300,SES-0016-D
TRD-N215,2026-05-21 11:51:19,T-0017,A-0017,ICICIBANK,BUY,2500,1176.00,EXECUTED,0,SES-0017-D
TRD-N216,2026-05-21 11:53:43,T-0018,A-0018,WIPRO,SELL,1000,507.50,EXECUTED,0,SES-0018-D
TRD-N217,2026-05-21 11:56:07,T-0019,A-0019,SBIN,BUY,1200,830.50,EXECUTED,0,SES-0019-D
TRD-N218,2026-05-21 11:58:32,T-0020,A-0020,HDFCBANK,SELL,600,1656.00,EXECUTED,0,SES-0020-D
TRD-N219,2026-05-21 12:00:56,T-0021,A-0021,RELIANCE,BUY,1500,2956.00,EXECUTED,0,SES-0021-D
TRD-N220,2026-05-21 12:03:20,T-0022,A-0022,INFY,SELL,300,1881.00,EXECUTED,0,SES-0022-D
TRD-N221,2026-05-21 12:05:45,T-0023,A-0023,TCS,BUY,900,3905.00,EXECUTED,0,SES-0023-D
TRD-N222,2026-05-21 12:08:09,T-0024,A-0024,ICICIBANK,SELL,2000,1178.00,EXECUTED,0,SES-0024-D
TRD-N223,2026-05-21 12:10:33,T-0025,A-0025,WIPRO,BUY,1400,509.00,EXECUTED,0,SES-0025-D
TRD-N224,2026-05-21 12:12:58,T-0026,A-0026,SBIN,SELL,800,832.00,CANCELLED,1500,SES-0026-D
TRD-N225,2026-05-21 12:15:22,T-0027,A-0027,HDFCBANK,BUY,1000,1657.50,EXECUTED,0,SES-0027-D
TRD-N226,2026-05-21 12:17:46,T-0028,A-0028,RELIANCE,SELL,500,2958.00,EXECUTED,0,SES-0028-D
TRD-N227,2026-05-21 12:20:11,T-0029,A-0029,INFY,BUY,1200,1882.00,EXECUTED,0,SES-0029-D
TRD-N228,2026-05-21 12:22:35,T-0030,A-0030,TCS,SELL,1800,3908.00,EXECUTED,0,SES-0030-D
TRD-N229,2026-05-21 12:24:59,T-0031,A-0031,ICICIBANK,BUY,700,1180.00,EXECUTED,0,SES-0031-D
TRD-N230,2026-05-21 12:27:24,T-0032,A-0032,WIPRO,SELL,2500,510.50,EXECUTED,0,SES-0032-D
TRD-N231,2026-05-21 12:29:48,T-0033,A-0033,SBIN,BUY,400,833.50,EXECUTED,0,SES-0033-D
TRD-N232,2026-05-21 12:32:12,T-0034,A-0034,HDFCBANK,SELL,1500,1659.00,EXECUTED,0,SES-0034-D
TRD-N233,2026-05-21 12:34:37,T-0035,A-0035,RELIANCE,BUY,900,2960.00,EXECUTED,0,SES-0035-D
TRD-N234,2026-05-21 12:37:01,T-0036,A-0036,INFY,SELL,600,1884.00,EXECUTED,0,SES-0036-D
TRD-N235,2026-05-21 12:39:25,T-0037,A-0037,TCS,BUY,2000,3910.00,CANCELLED,1700,SES-0037-D
TRD-N236,2026-05-21 12:41:50,T-0038,A-0038,ICICIBANK,SELL,1200,1182.00,EXECUTED,0,SES-0038-D
TRD-N237,2026-05-21 12:44:14,T-0039,A-0039,WIPRO,BUY,800,512.00,EXECUTED,0,SES-0039-D
TRD-N238,2026-05-21 12:46:38,T-0040,A-0040,SBIN,SELL,1800,835.00,EXECUTED,0,SES-0040-D
TRD-N239,2026-05-21 12:49:03,T-0041,A-0041,HDFCBANK,BUY,300,1660.50,EXECUTED,0,SES-0041-D
TRD-N240,2026-05-21 12:51:27,T-0042,A-0042,RELIANCE,SELL,1000,2962.00,EXECUTED,0,SES-0042-D
TRD-N241,2026-05-22 09:15:15,T-0043,A-0043,INFY,BUY,700,1885.00,EXECUTED,0,SES-0043-E
TRD-N242,2026-05-22 09:17:39,T-0044,A-0044,TCS,SELL,1400,3912.00,EXECUTED,0,SES-0044-E
TRD-N243,2026-05-22 09:20:04,T-0045,A-0045,ICICIBANK,BUY,2000,1184.00,EXECUTED,0,SES-0045-E
TRD-N244,2026-05-22 09:22:28,T-0046,A-0046,WIPRO,SELL,500,513.50,EXECUTED,0,SES-0046-E
TRD-N245,2026-05-22 09:24:52,T-0047,A-0047,SBIN,BUY,1200,836.50,CANCELLED,2000,SES-0047-E
TRD-N246,2026-05-22 09:27:17,T-0048,A-0048,HDFCBANK,SELL,900,1662.00,EXECUTED,0,SES-0048-E
TRD-N247,2026-05-22 09:29:41,T-0049,A-0049,RELIANCE,BUY,1500,2964.00,EXECUTED,0,SES-0049-E
TRD-N248,2026-05-22 09:32:05,T-0050,A-0050,INFY,SELL,400,1887.00,EXECUTED,0,SES-0050-E
TRD-N249,2026-05-22 09:34:30,T-0051,A-0051,TCS,BUY,1800,3915.00,EXECUTED,0,SES-0051-E
TRD-N250,2026-05-22 09:36:54,T-0052,A-0052,ICICIBANK,SELL,700,1186.00,EXECUTED,0,SES-0052-E
TRD-N251,2026-05-22 09:39:18,T-0053,A-0053,WIPRO,BUY,2500,515.00,EXECUTED,0,SES-0053-E
TRD-N252,2026-05-22 09:41:43,T-0054,A-0054,SBIN,SELL,1000,838.00,EXECUTED,0,SES-0054-E
TRD-N253,2026-05-22 09:44:07,T-0055,A-0055,HDFCBANK,BUY,600,1663.50,EXECUTED,0,SES-0055-E
TRD-N254,2026-05-22 09:46:31,T-0056,A-0056,RELIANCE,SELL,1200,2966.00,EXECUTED,0,SES-0056-E
TRD-N255,2026-05-22 09:48:56,T-0057,A-0057,INFY,BUY,300,1888.00,EXECUTED,0,SES-0057-E
TRD-N256,2026-05-22 09:51:20,T-0058,A-0058,TCS,SELL,2000,3918.00,CANCELLED,1200,SES-0058-E
TRD-N257,2026-05-22 09:53:44,T-0059,A-0059,ICICIBANK,BUY,1500,1188.00,EXECUTED,0,SES-0059-E
TRD-N258,2026-05-22 09:56:09,T-0060,A-0060,WIPRO,SELL,800,516.50,EXECUTED,0,SES-0060-E
TRD-N259,2026-05-22 09:58:33,T-0061,A-0061,SBIN,BUY,400,839.50,EXECUTED,0,SES-0061-E
TRD-N260,2026-05-22 10:00:57,T-0062,A-0062,HDFCBANK,SELL,1800,1665.00,EXECUTED,0,SES-0062-E
TRD-N261,2026-05-22 10:03:22,T-0063,A-0063,RELIANCE,BUY,700,2968.00,EXECUTED,0,SES-0063-E
TRD-N262,2026-05-22 10:05:46,T-0064,A-0064,INFY,SELL,1000,1890.00,EXECUTED,0,SES-0064-E
TRD-N263,2026-05-22 10:08:10,T-0065,A-0065,TCS,BUY,500,3920.00,EXECUTED,0,SES-0065-E
TRD-N264,2026-05-22 10:10:35,T-0066,A-0066,ICICIBANK,SELL,2500,1190.00,EXECUTED,0,SES-0066-E
TRD-N265,2026-05-22 10:12:59,T-0067,A-0067,WIPRO,BUY,1200,518.00,EXECUTED,0,SES-0067-E
TRD-N266,2026-05-22 10:15:23,T-0068,A-0068,SBIN,SELL,900,841.00,EXECUTED,0,SES-0068-E
TRD-N267,2026-05-22 10:17:48,T-0069,A-0069,HDFCBANK,BUY,1500,1666.50,CANCELLED,1900,SES-0069-E
TRD-N268,2026-05-22 10:20:12,T-0070,A-0070,RELIANCE,SELL,600,2970.00,EXECUTED,0,SES-0070-E
TRD-N269,2026-05-22 10:22:36,T-0071,A-0071,INFY,BUY,2000,1891.00,EXECUTED,0,SES-0071-E
TRD-N270,2026-05-22 10:25:01,T-0072,A-0072,TCS,SELL,1400,3922.00,EXECUTED,0,SES-0072-E
TRD-N271,2026-05-22 10:27:25,T-0073,A-0073,ICICIBANK,BUY,800,1192.00,EXECUTED,0,SES-0073-E
TRD-N272,2026-05-22 10:29:49,T-0074,A-0074,WIPRO,SELL,1800,519.50,EXECUTED,0,SES-0074-E
TRD-N273,2026-05-22 10:32:14,T-0075,A-0075,SBIN,BUY,700,842.50,EXECUTED,0,SES-0075-E
TRD-N274,2026-05-22 10:34:38,T-0076,A-0076,HDFCBANK,SELL,300,1668.00,EXECUTED,0,SES-0076-E
TRD-N275,2026-05-22 10:37:02,T-0077,A-0077,RELIANCE,BUY,2500,2972.00,EXECUTED,0,SES-0077-E
TRD-N276,2026-05-22 10:39:27,T-0078,A-0078,INFY,SELL,1200,1893.00,EXECUTED,0,SES-0078-E
TRD-N277,2026-05-22 10:41:51,T-0079,A-0079,TCS,BUY,500,3925.00,EXECUTED,0,SES-0079-E
TRD-N278,2026-05-22 10:44:15,T-0080,A-0080,ICICIBANK,SELL,1000,1194.00,CANCELLED,1600,SES-0080-E
TRD-N279,2026-05-22 10:46:40,T-0081,A-0081,WIPRO,BUY,2000,521.00,EXECUTED,0,SES-0081-E
TRD-N280,2026-05-22 10:49:04,T-0082,A-0082,SBIN,SELL,1500,844.00,EXECUTED,0,SES-0082-E
TRD-N281,2026-05-22 10:51:28,T-0083,A-0083,HDFCBANK,BUY,900,1669.50,EXECUTED,0,SES-0083-E
TRD-N282,2026-05-22 10:53:53,T-0084,A-0084,RELIANCE,SELL,400,2974.00,EXECUTED,0,SES-0084-E
TRD-N283,2026-05-22 10:56:17,T-0085,A-0085,INFY,BUY,1800,1894.00,EXECUTED,0,SES-0085-E
TRD-N284,2026-05-22 10:58:41,T-0086,A-0086,TCS,SELL,700,3928.00,EXECUTED,0,SES-0086-E
TRD-N285,2026-05-22 11:01:06,T-0087,A-0087,ICICIBANK,BUY,600,1196.00,EXECUTED,0,SES-0087-E
TRD-N286,2026-05-22 11:03:30,T-0088,A-0088,WIPRO,SELL,2500,522.50,EXECUTED,0,SES-0088-E
TRD-N287,2026-05-22 11:05:54,T-0089,A-0089,SBIN,BUY,1200,845.50,EXECUTED,0,SES-0089-E
TRD-N288,2026-05-22 11:08:19,T-0090,A-0090,HDFCBANK,SELL,500,1671.00,CANCELLED,2200,SES-0090-E
TRD-N289,2026-05-22 11:10:43,T-0091,A-0091,RELIANCE,BUY,800,2976.00,EXECUTED,0,SES-0091-E
TRD-N290,2026-05-22 11:13:07,T-0092,A-0092,INFY,SELL,1500,1896.00,EXECUTED,0,SES-0092-E
TRD-N291,2026-05-22 11:15:32,T-0093,A-0093,TCS,BUY,1000,3930.00,EXECUTED,0,SES-0093-E
TRD-N292,2026-05-22 11:17:56,T-0094,A-0094,ICICIBANK,SELL,2000,1198.00,EXECUTED,0,SES-0094-E
TRD-N293,2026-05-22 11:20:20,T-0095,A-0095,WIPRO,BUY,400,524.00,EXECUTED,0,SES-0095-E
TRD-N294,2026-05-22 11:22:45,T-0096,A-0096,SBIN,SELL,1800,847.00,EXECUTED,0,SES-0096-E
TRD-N295,2026-05-22 11:25:09,T-0097,A-0097,HDFCBANK,BUY,700,1672.50,EXECUTED,0,SES-0097-E
TRD-N296,2026-05-22 11:27:33,T-0098,A-0098,RELIANCE,SELL,1200,2978.00,EXECUTED,0,SES-0098-E
TRD-N297,2026-05-22 11:32:22,T-0099,A-0099,INFY,BUY,900,1897.00,EXECUTED,0,SES-0099-E
TRD-N298,2026-05-22 13:15:00,T-0001,A-0001,TCS,SELL,1500,3932.00,EXECUTED,0,SES-0001-F
TRD-N299,2026-05-22 14:22:30,T-0002,A-0002,WIPRO,BUY,600,525.50,EXECUTED,0,SES-0002-F
TRD-N300,2026-05-22 15:28:45,T-0003,A-0003,SBIN,SELL,2000,848.50,EXECUTED,0,SES-0003-F
